Title,Year,Google_Users,Google user ratings,movie description
Bedtime Stories,2008,"['81% liked this film', 'Google users']","['4.4', '142 ratings']","['Description', ""The ordinary lives of a hotel handyman and his niece and nephew take a magical turn when the handyman's grand bedtime stories begin to come true.""]"
Miss Congeniality,2000,"['89% liked this film', 'Google users']","['4.7', '169 ratings']","['Description', 'Gracie Hart, a tomboyish detective, is made to infiltrate the Miss United States beauty pageant as a contestant after her department learns that the event is under threat from an anonymous bomber.']"
Entrapment,1999,"['81% liked this film', 'Google users']","['4.2', '77 ratings']","['Description', 'Virginia, an insurance agent, sets out to nab MacDougal, a master thief who steals exquisite pieces of art. To do so, she masquerades as a thief herself and together they steal priceless artefacts.']"
Ace Ventura: When Nature Calls,1995,"['89% liked this film', 'Google users']","['4.5', '161 ratings']","['Description', 'Pet detective Ace Ventura comes out of retirement to investigate the disappearance of a rare white bat, the symbol of an African tribe. Needless to say, when Ace gets involved, all hell breaks loose.']"
End of Days,1999,"['89% liked this film', 'Google users']","['4.1', '97 ratings']","['Description', ""The Devil crashes a New Year's party in New York and inhabits a man's body. He searches for his bride, a woman named Christine York, as he wants her to bear his child and destroy the world.""]"
Bridget Jones's Baby,2016,"['86% liked this film', 'Google users']","['3.8', '142 ratings']","['Description', ""After breaking up with Mark, Bridget bumps into a handsome stranger, Jack. Soon, Bridget finds out that she is pregnant and unsure about the identity of her baby's father.""]"
Fury,2014,"['92% liked this film', 'Google users']","['4.6', '1975 ratings']","['Description', 'Wardaddy, along with his crew of five members, embarks on a mission that puts many lives in danger. The crew members realise that the odds are against them, but still decide to attack the Nazi army.']"
Battle Los Angeles,2011,"['78% liked this film', 'Google users']","['4.2', '377 ratings']","['Description', 'When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.']"
Australia,2008,"['87% liked this film', 'Google users']","['4.3', '191 ratings']","['Description', 'An English aristocrat travels to Australia in order to save the cattle ranch she inherited. In the process of doing so, she befriends a local called Drover who then helps her accomplish her mission.']"
Due Date,2010,"['83% liked this film', 'Google users']","['4.4', '413 ratings']","['Description', ""Peter Highman must reach Los Angeles to make it in time for his child's birth. However, he is forced to travel with Ethan, an aspiring actor who frequently lands him in trouble.""]"
Master and Commander: The Far Side of the World,2003,"['89% liked this film', 'Google users']","['4.7', '331 ratings']","['Description', 'Captain Jack Aubrey orders his team to set out in search of a French war vessel. However, when his own ship is heavily damaged, he realises the task is not as easy as it seems.']"
A Series of Unfortunate Events,2004,"['80% liked this film', 'Google users']","['4.4', '448 ratings']","['Description', 'After the Baudelaire children lose their parents in a house fire, they are kept under the care of Count Olaf. However, the wicked man does everything in his power to seize their inheritance.']"
The Little Mermaid,1989,"['84% liked this film', 'Google users']","['4.4', '673 ratings']","['Description', 'Ursula, the sea witch, makes a devious deal with Princess Ariel allowing her to meet Eric, the human prince she loves. Unaware of her true intentions, Ariel lands herself in trouble.']"
District 9,2009,"['90% liked this film', 'Google users']","['4.6', '664 ratings']","['Description', 'A few aliens are forced to live in pathetic conditions on Earth. They, however, find support in a government agent who is responsible for their relocation.']"
Moonraker,1979,"['87% liked this film', 'Google users']","['4.0', '103 ratings']","['Description', 'After a space shuttle which has been loaned to the United Kingdom is hijacked, James Bond is asked to step in and get to the root of the problem.']"
The Others,2001,"['90% liked this film', 'Google users']","['4.7', '787 ratings']","['Description', 'Grace moves into a new house with her two photosensitive children in Jersey. When a series of inexplicable events occur, Grace starts believing that her house is haunted.']"
Horrible Bosses,2011,"['89% liked this film', 'Google users']","['4.4', '219 ratings']","['Description', 'Nick, Dale and Kurt have personal grudges against their bosses. After a night of drunken revelry, they decide to hire a hitman and assassinate their bosses but things do not go as planned.']"
Us and Them,2018,"['89% liked this film', 'Google users']","['4.9', '279 ratings']","['Description', 'Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other.']"
Red Dragon,2002,"['87% liked this film', 'Google users']","['4.2', '272 ratings']","['Description', 'An FBI Agent is called out of early retirement to catch a serial killer. He asks for the help of his arch-nemesis, Dr Hannibal Lecter.']"
Tomorrowland,2015,"['72% liked this film', 'Google users']","['4.3', '450 ratings']","['Description', 'Frank, a former inventor, and Casey, a curious teenager, embark on a dangerous mission to unravel the secrets of Tomorrowland, an unexplored dimension in time and space.']"
Me Before You,2016,"['91% liked this film', 'Google users']",[],"['Description', 'After becoming unemployed, Louisa Clark is forced to accept one which requires her to take care of Will Traynor, a paralysed man. The two of them soon bond with each other.']"
Safe House,2012,"['79% liked this film', 'Google users']","['3.9', '255 ratings']","['Description', 'Matt, a CIA agent, is tasked with looking after a criminal, locked in a safe house. But when the safe house is attacked, Matt&nbsp;escapes with the criminal in tow.']"
S.W.A.T.,2003,"['81% liked this film', 'Google users']","['4.2', '91 ratings']","['Description', 'A dangerous drug lord offers a 100 million dollar reward to anyone who can free him from prison. However, a team of skilled officers must do everything they can to stop him from escaping.']"
Traffic,2000,"['83% liked this film', 'Google users']","['4.3', '81 ratings']","['Description', 'The lives of four people intertwine because of the drug trade in America. Each experiences personal loss and despair in the ongoing war on drugs, but is helpless.']"
The Fast and the Furious,2001,"['89% liked this film', 'Google users']","['4.6', '1355 ratings']","['Description', 'A spate of high-speed robberies in LA brings street racer Dominic Toretto and his crew under the LAPD scanner. FBI agent Brian goes undercover and befriends Toretto in a bid to investigate the matter.']"
Paranormal Activity 3,2011,"['83% liked this film', 'Google users']","['3.7', '72 ratings']","['Description', 'Siblings Katie and Kristi live with their mother Julie and her boyfriend. Paranormal situations trigger off in their house when the two girls befriend an invisible entity, Toby.']"
Philadelphia,1993,"['91% liked this film', 'Google users']","['4.8', '301 ratings']","['Description', 'A young Philadelphia lawyer who is infected with AIDS keeps his homosexuality hidden from his employers. When he is suddenly dismissed, he hires a homophobic lawyer for a wrongful dismissal suit.']"
Sleepy Hollow,1999,"['88% liked this film', 'Google users']","['4.5', '517 ratings']","['Description', 'Ichabod Crane, a police detective, is sent from the city of New York to Sleepy Hollow to investigate a series of murders committed by the Headless Horseman.']"
The Holiday,2006,"['91% liked this film', 'Google users']","['4.6', '871 ratings']","['Description', 'Two girls from different countries swap homes for the holidays to get away from their relationship issues. However, their lives change unexpectedly when they meet and fall in love with two local guys.']"
The Jungle Book,1967,"['86% liked this film', 'Google users']","['4.6', '165 ratings']","['Description', 'Mowgli is a young boy who has been raised by wolves. When a man-eating tiger threatens his life, his animal family tries to convince him to leave the jungle and live in the human village.']"
Raging Fire,2021,"['92% liked this film', 'Google users']","['4.6', '126 ratings']","['Description', 'Bong is a highly respected cop with a long history of success on dangerous cases. However, his past soon comes back to haunt him when his former protégé seeks revenge against all those who have wronged him.']"
London Has Fallen,2016,"['80% liked this film', 'Google users']","['3.8', '495 ratings']","['Description', 'Mike, a Secret Service agent, must find a way to escape with his team when Barkawi, a terrorist, attacks all the world leaders attending the funeral of the British Prime Minister, James Wilson.']"
The Break-Up,2006,"['77% liked this film', 'Google users']","['3.4', '132 ratings']","['Description', 'Brooke, an art dealer, feels unappreciated and neglected by her boyfriend, Gary. The couple breaks up, but neither wants to move out of the luxurious condo, thus leading to endless squabbles.']"
Journey to the West,2013,"['90% liked this film', 'Google users']","['4.6', '144 ratings']","['Description', 'A Buddhist disciple (Zhang Wen) battles demons by using a book of nursery rhymes to appeal to their inherent goodness.']"
JFK,1991,"['87% liked this film', 'Google users']","['4.5', '162 ratings']","['Description', 'When attorney Jim Garrison sets out to uncover the mystery behind the assassination of former US President John Kennedy, he faces strong opposition from the government.']"
White House Down,2013,"['84% liked this film', 'Google users']","['4.2', '483 ratings']","['Description', 'A Capitol policeman leaps into action to save his daughter and protect the American president from a group of terrorists who have seized the White House.']"
A Dog's Purpose,2017,"['89% liked this film', 'Google users']","['4.8', '1479 ratings']","['Description', 'A dog goes through four lifetimes with different owners through various time periods. During this journey, he steadily understands his real purpose.']"
Ponyo,2008,"['94% liked this film', 'Google users']","['4.8', '1112 ratings']","['Description', ""Sosuke rescues a goldfish trapped in a bottle. The goldfish, who is the daughter of a wizard, transforms herself into a young girl with her father's magic and falls in love with Sosuke.""]"
Fun with Dick and Jane,2005,"['82% liked this film', 'Google users']","['4.5', '168 ratings']","['Description', ""When Dick's employer goes bankrupt, he and his wife, Jane, go broke and look for ways to make ends meet. Eventually, they resort to crime and decide to rob a crooked CEO to get their money back.""]"
Eat Pray Love,2010,"['83% liked this film', 'Google users']",[],"['Description', ""Elizabeth Gilbert's perfect world comes shattering down when she gets divorced. She then embarks on a journey across the world in an attempt to rediscover her true self.""]"
You Don't Mess with the Zohan,2008,"['83% liked this film', 'Google users']","['4.3', '487 ratings']","['Description', 'Zohan, an Israeli counterterrorist commando, stages his own death when he grows tired of his job and travels to New York City to pursue his lifelong dream of having a career in hairstyling.']"
The Addams Family,2019,"['76% liked this film', 'Google users']","['3.5', '1126 ratings']","['Description', 'The eccentric and macabre Addams family moves to a bland suburb in New Jersey. However, problems arise when their child, Wednesday, befriends the daughter of a reality show host.']"
King Arthur,2004,"['80% liked this film', 'Google users']","['4.5', '179 ratings']","['Description', 'Arthur, a reluctant leader, wants to return the peace and stability of Rome. Before he can, a mission leads him to the conclusion that when Rome is captured, Britain will need a leader.']"
Hairspray,2007,"['86% liked this film', 'Google users']","['4.5', '379 ratings']","['Description', 'Tracy emerges from being an overweight teenager to a television superstar. However, her journey is interrupted when she becomes a victim of racial discrimination and decides to fight back.']"
Yogi Bear,2010,"['78% liked this film', 'Google users']","['4.1', '96 ratings']","['Description', 'Yogi and Boo Boo, two bears, spend their time stealing food from the families in Jellystone Park. However, when the new mayor wants to auction the park, they must try to prevent it from being sold.']"
Everest,2015,"['87% liked this film', 'Google users']","['4.5', '444 ratings']","['Description', 'Two groups, one led by Rob Hall and the other by Scott Fischer, encounter several challenges and threatening weather conditions as they attempt to scale Mount Everest.']"
Vanilla Sky,2001,"['82% liked this film', 'Google users']","['4.4', '435 ratings']","['Description', 'David Aames, a publishing magnate, becomes the victim of a car crash, which scars his face. The incident changes him and compels him to question the existing reality of his life.']"
Arrival,2016,"['88% liked this film', 'Google users']","['4.5', '2693 ratings']","['Description', 'Louise Banks, a linguistics expert, along with her team, must interpret the language of aliens who have come to Earth in a mysterious spaceship.']"
Need for Speed,2014,"['87% liked this film', 'Google users']","['4.7', '694 ratings']","['Description', 'A street racer is framed by a rival who is also a wealthy business associate in a murder case. Upon his release, the street racer devises a plan with revenge in mind.']"
Garfield,2004,"['86% liked this film', 'Google users']","['4.4', '326 ratings']","['Description', 'Jon buys another pet dog named Odie in order to impress the girl he likes from his high school. However, when Odie is abducted, Garfield, along with his other animal friends, sets out to rescue him.']"
Patch Adams,1998,"['88% liked this film', 'Google users']","['4.6', '316 ratings']","['Description', 'A doctor treats patients using humour. Unfortunately, the medical community does not appreciate his methods, while the actual patients, medical professors and hospital nurses appreciate his work.']"
Teenage Mutant Ninja Turtles,1990,"['83% liked this film', 'Google users']","['4.6', '242 ratings']","['Description', 'A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.']"
The Conjuring: The Devil Made Me Do It,2021,"['90% liked this film', 'Google users']","['4.1', '7066 ratings']","['Description', 'Arne Cheyenne Johnson stabs and murders his landlord, claiming to be under demonic possession. Ed and Lorraine Warren investigate the case and try to prove his innocence.']"
Kindergarten Cop,1990,"['90% liked this film', 'Google users']","['4.7', '116 ratings']","['Description', 'John, a detective, is assigned the responsibility of posing as a kindergarten teacher so that he can track down a criminal.']"
Birds of Prey,2020,"['75% liked this film', 'Google users']","['3.6', '11381 ratings']","['Description', 'After being thrown out in the streets by Joker, Harley struggles to pick herself up. However, Harley teams up with Huntress, Black Canary and Renee Montoya to defeat a gangster and protect a girl.']"
Straight Outta Compton,2015,"['92% liked this film', 'Google users']","['4.9', '651 ratings']","['Description', 'A hip-hop group from Compton, California, spirals into several controversies because of their brash lyrics and revolutionising music, igniting a culture war.']"
21 Jump Street,2012,"['90% liked this film', 'Google users']","['4.7', '367 ratings']","['Description', 'Schmidt and Jenko are high school friends who go on to become police officers. The two friends go undercover as students in order to bust a drug ring and find the source of a synthetic drug.']"
Valkyrie,2008,"['88% liked this film', 'Google users']","['4.6', '283 ratings']","['Description', 'During World War II, a team of Nazi officers comes up with a plan to assassinate Hitler and destroy the Nazi rule by using Operation Valkyrie as a means to do so.']"
Open Season,2006,"['82% liked this film', 'Google users']","['4.3', '226 ratings']","['Description', ""Boog, a domesticated grizzly bear, lives a content life in Beth's barn. However, his ideal world turns upside down when he rescues Elliot, a skinny and chatty wild mule deer, from a hunter.""]"
Cats & Dogs,2001,"['79% liked this film', 'Google users']","['4.1', '212 ratings']","['Description', 'With the dogs on a mission to create a serum that would eliminate the canine allergies among the humans, their feline foes are on their paws hatching plans to obstruct the top secret canine project.']"
The Hunt for Red October,1990,"['91% liked this film', 'Google users']","['4.7', '281 ratings']","['Description', 'CIA analyst Jack Ryan thinks Soviet nuclear submarine commander Captain Marko Ramius is planning to defect but only has a few hours to find him and the submarine.']"
Percy Jackson: Sea of Monsters,2013,"['73% liked this film', 'Google users']","['3.1', '959 ratings']","['Description', 'Young demigod Percy Jackson sets off on a quest to find the Golden Fleece in the Sea of Monsters. His half-brother Tyson and friends Annabeth and Grover join hands with him to help him find it.']"
Two Weeks Notice,2002,"['83% liked this film', 'Google users']","['4.3', '160 ratings']","['Description', 'Lucy, a lawyer, works for the handsome and rich George Wade. However, she grows tired and decides to quit as he treats her like a nanny instead of using her professional skills.']"
RED,2010,"['77% liked this film', 'Google users']","['4.3', '713 ratings']","['Description', 'Frank Moses, a former black-ops agent, learns that his life is under threat from an assassin. In a bid to protect himself, he reunites with his old team to nab the man who has vowed to kill him.']"
Shock Wave 2,2020,"['Description', 'A terrorist expert in explosives, whose gang has been dismantled, seeks revenge. He threatens to blow up a Hong Kong tunnel with hundreds of hostages. The policeman who has already beaten him once must stop him again.']",[],"['Release date', ': ', '24 December 2020 (', 'China', ')']"
City of Angels,1998,"['84% liked this film', 'Google users']","['4.3', '205 ratings']","['Description', 'Seth is an angel who guides humans to the next life. When he sees Maggie, a heart surgeon trying to save a patient, he falls in love with her. Seth makes a choice which changes everything.']"
The Pacifier,2005,"['87% liked this film', 'Google users']","['4.5', '240 ratings']","['Description', ""Shane Wolfe, a Navy SEAL, fails to rescue a government scientist, Howard Plummer, from Serbian rebels. Later, he is assigned to protect Plummer's children from his enemies.""]"
50 First Dates,2004,"['92% liked this film', 'Google users']","['4.7', '715 ratings']","['Description', 'Henry, a vet, falls in love with Lucy, who suffers from short-term memory loss. Lucy can never remember meeting him, so Henry has to romance her afresh each day and pray that she too loves him.']"
Total Recall,2012,"['79% liked this film', 'Google users']","['3.7', '221 ratings']","['Description', 'Douglas is frustrated with his frequent dreams where he is a secret agent. He visits Rekall to get a fake memory implanted into his brain, but the procedure goes haywire.']"
The Island,2018,"['87% liked this film', 'Google users']",[],"['Description', ""News of a meteorite bound to strike Earth doesn't have much effect on Ma Jin's everyday life; he still gets up and goes to a job where he spends his time daydreaming of a romance with his colleague Shanshan, and of winning the lottery. But when this cataclysmic event occurs during a team-building tr"", 'ip, he finds himself shipwrecked on an island with an odd group of co-workers, and he has the winning lottery ticket in his pocket.', '…&nbsp;', 'MORE']"
The Impossible,2012,"['89% liked this film', 'Google users']","['4.7', '1753 ratings']","['Description', 'Maria, Henry and their three kids decide to spend Christmas in Thailand. But their luxurious holiday turns into a nightmare when a tsunami swells up unannounced, thereby separating the family.']"
Lost in Thailand,2012,"['88% liked this film', 'Google users']",[],"['Description', ""Xu and a rival business manager fight over a revolutionary new in-house technology for control of their company. Xu flies to Bangkok to make the deal and his eyes are opened to life's true priorities by Wang, a happy-go-lucky man.""]"
Christopher Robin,2018,['Did you like this film?'],"['4.6', '530 ratings']","['Description', 'Winnie the Pooh enters the life of a now-grown-up Christopher Robin, to seek his help in finding his lost friends in the Hundred Acre Wood.']"
Jack the Giant Slayer,2013,"['74% liked this film', 'Google users']","['4.6', '289 ratings']","['Description', 'Jack, a young farmhand, must save Princess Isabelle from the giants after one of the magic beans that a monk gives him in exchange of his horse sprouts a giant beanstalk into the realm of the giants.']"
Smurfs: The Lost Village,2017,"['75% liked this film', 'Google users']","['4.1', '216 ratings']","['Description', 'Smurfette and her friends go to the Forbidden Forest to find a lost village. When the evil wizard Gargamel gets to know of this, he devises a plan to stop the smurfs from discovering the town.']"
Chinese Doctors,2021,"['80% liked this film', 'Google users']",[],"['Description', 'Chinese Doctors is a 2021 Chinese disaster film directed by Andrew Lau and starring Zhang Hanyu, Yuan Quan, Zhu Yawen, and Li Chen. The film follows the story of frontline medical workers fought against the COVID-19 pandemic in Wuhan Jinyintan Hospital, Hubei, China.', 'Wikipedia']"
Spy Kids 3-D: Game Over,2003,"['81% liked this film', 'Google users']","['4.2', '183 ratings']","['Description', 'Juni Cortez decides to play Game Over, a virtual reality-based game designed by the Toymaker, in order to find and rescue his sister Carmen who is trapped inside Level 4 of the game.']"
Panic Room,2002,"['85% liked this film', 'Google users']","['3.9', '288 ratings']","['Description', 'Meg and Sarah hide in a panic room in their house when intruders break in. Unfortunately for them, the intruders want something that is hidden inside the room and will stop at nothing to claim it.']"
The Other Woman,2014,"['85% liked this film', 'Google users']","['4.3', '210 ratings']","['Description', ""Carly, Mark's girlfriend, is shocked when she learns of his marriage. She meets his wife, Kate, and they become good friends. However, Kate discovers Mark's affair with Amber.""]"
Stargate,1994,"['92% liked this film', 'Google users']","['4.5', '194 ratings']","['Description', 'Dr Daniel Jackson is asked to decode an old hieroglyph in a military facility by a mysterious woman. He discovers important information about the device, which was found during an expedition in Egypt.']"
Beowulf,2007,"['71% liked this film', 'Google users']","['4.2', '206 ratings']","['Description', ""Beowulf, a fierce warrior, protects the Danes from Grendel, a hideous monster, by mortally wounding him. When Grendel's mother learns of this, she swears vengeance.""]"
The Vow,2012,"['82% liked this film', 'Google users']","['4.5', '445 ratings']","['Description', ""Paige meets with a terrible accident which leaves her in a coma. When she wakes up, she doesn't recognise her husband Leo, who then tries to win her back by courting her again.""]"
Anger Management,2003,"['89% liked this film', 'Google users']","['4.1', '119 ratings']","['Description', ""A man who works for a New York pet clothing store is angry with his manager and his girlfriend's best friend. A misunderstanding on a flight results in him being ordered to undergo anger management.""]"
Tropic Thunder,2008,"['90% liked this film', 'Google users']","['4.5', '577 ratings']","['Description', 'A film crew shooting a big-budget war movie are forced to become the soldiers they are portraying, when they are attacked by a gang of poppy-growing local drug dealer, due to mistaken identities.']"
The Shape of Water,2017,"['79% liked this film', 'Google users']","['4.1', '1295 ratings']","['Description', 'Elisa, a lonely janitor, stumbles upon an amphibious creature that is held captive in a secret research facility. She then develops a unique relationship with the creature.']"
Rocketman,2019,"['86% liked this film', 'Google users']","['4.4', '1528 ratings']","['Description', 'After completing his studies, Reginald begins to perform rock music at local pubs. Later, he meets John Reid, a music manager, who helps him rise to fame, but also creates chaos in his life.']"
The Pelican Brief,1993,"['85% liked this film', 'Google users']","['4.5', '127 ratings']","['Description', 'A law student writes a legal brief on the reasons that made Khamel, an assassin, kill two Supreme Court justices. When she learns that her theory is accurate, she gets attacked by thugs.']"
The BFG,2016,"['79% liked this film', 'Google users']","['4.4', '607 ratings']","['Description', 'A young girl, Sophie, befriends a giant, who is an outcast because, unlike others of his kind, he refuses to hurt humans. However, things change after the other giants decide to hunt down Sophie.']"
The Intern,2015,"['91% liked this film', 'Google users']","['4.8', '2429 ratings']","['Description', 'Ben Whittaker, a 70-year-old widower, realises that he is not cut out for retirement. He then applies to become a senior intern for a sceptical boss at an online fashion site.']"
Wallace & Gromit: The Curse of the Were-Rabbit,2005,"['87% liked this film', 'Google users']","['4.8', '238 ratings']","['Description', 'When a huge vegetable-ravaging beast destroys the plots right before the Giant Vegetable Competition, Lady Tottington asks Wallace and his dog, Gromit, to track the beast and rescue the village.']"
Gnomeo & Juliet,2011,"['78% liked this film', 'Google users']","['4.1', '241 ratings']","['Description', 'Gnomeo and Juliet, garden gnomes from opposing communities, fall in love with each other. They have to overcome their respective clans to be together.']"
Weathering with You,2019,"['95% liked this film', 'Google users']","['4.9', '5784 ratings']","['Description', 'Set during a period of exceptionally rainy weather, high-school boy Hodaka Morishima runs away from his troubled rural home to Tokyo and befriends an orphan girl who can manipulate the weather.']"
The Sum of All Fears,2002,"['85% liked this film', 'Google users']","['4.3', '120 ratings']","['Description', 'Jack Ryan, a CIA analyst, must stop a terrorist group from causing destruction and planting a nuclear weapon at a football match in Baltimore.']"
Gangs of New York,2002,"['88% liked this film', 'Google users']","['4.3', '342 ratings']","['Description', ""Amsterdam sets out to avenge the death of his father who was killed in a gang fight at the hands of a crime lord, Bill 'The Butcher'. Whilst doing so, he gets caught up in the Civil War.""]"
The Monkey King 2,2016,"['78% liked this film', 'Google users']","['4.3', '67 ratings']","['Description', 'The Monkey King decides to accompany Tang Sanzang, a monk, who aims to retrieve sacred scriptures. On their way, they encounter an evil demon who wants to harm Sanzang to seek immortality.']"
Paranormal Activity,2009,"['85% liked this film', 'Google users']","['3.7', '272 ratings']","['Description', 'Katie and Micah, a young couple, move into a suburban residence and feel the presence of evil forces. They install cameras which capture all the incidents, noises and evil occurrences in the house.']"
The Equalizer,2014,"['87% liked this film', 'Google users']","['4.7', '1034 ratings']","['Description', 'McCall gives up violence and wishes to lead a quiet and undisturbed life. However, brutal events force him to once again take up the fight for justice.']"
The Lego Movie 2: The Second Part,2019,"['83% liked this film', 'Google users']","['4.2', '554 ratings']","['Description', 'Five years after saving the world, Emmet sets out to rescue his friends from the mysterious planet Duplon and gets help from newcomer Rick Dangervest.']"
Sheep Without a Shepherd,2019,"['92% liked this film', 'Google users']","['4.7', '106 ratings']","['Description', 'Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.']"
The Addams Family,1991,"['86% liked this film', 'Google users']","['4.7', '513 ratings']","['Description', ""When an evil doctor learns about an eccentric family's missing relative, she hires an imposter to masquerade as him so that she can loot the family.""]"
The Longest Yard,2005,"['91% liked this film', 'Google users']","['4.8', '401 ratings']","['Description', 'Paul, a famous football player, lands up in jail and meets the warden, Rudolph, a football fan, who asks him to put a team together consisting of prison inmates to challenge the prison guards.']"
The Santa Clause,1994,"['93% liked this film', 'Google users']","['4.3', '216 ratings']","['Description', 'By helping Santa Claus with a Christmas crisis, Scott unknowingly agrees to become the next Santa Claus. Now, he has to deal with a suspicious former wife while trying to keep his secret safe.']"
Cheaper by the Dozen,2003,"['70% liked this film', 'Google users']","['4.7', '159 ratings']","['Description', 'Tom finds his life turned upside down when he agrees to tend to his twelve children while his wife is away and simultaneously also coaches his football team.']"
The Equalizer 2,2018,"['87% liked this film', 'Google users']","['4.4', '624 ratings']","['Description', ""Robert McCall's close friend, Susan Plummer, is murdered while investigating a murder-suicide. As a former spy, he leverages his skills and resources to find the culprit and avenge her death.""]"
Hollow Man,2000,"['83% liked this film', 'Google users']","['3.9', '133 ratings']","['Description', 'Sebastian Caine develops a serum that allows the user to become completely invisible. He experiments with the serum on himself but is unable to return from his invisible state.']"
Outbreak,1995,"['88% liked this film', 'Google users']","['4.2', '344 ratings']","['Description', 'When a deadly virus, carried by a monkey host from the African rain forest, starts infecting the entire population, a handful of scientists struggle to find a cure.']"
The White Storm 2: Drug Lords,2019,"['76% liked this film', 'Google users']",[],"['Description', ""Former gang member Yu Shin-Tin turned businessman and philanthropist is a on a mission to take down Hong Kong's most powerful drug lord. After losing his father to drug addiction, no price is too big as his offers a $100 million bounty for his head.""]"
The X Files,1998,"['92% liked this film', 'Google users']","['4.5', '65 ratings']","['Description', 'Two FBI agents set out to unravel a government conspiracy related to the alien colonisation of Earth and attempt to rescue the people on the planet.']"
Breakup Buddies,2014,"['76% liked this film', 'Google users']",[],"['Description', 'A former singer hits the road from Beijing to Dali with a friend after his wife cheats and files for divorce.']"
Rambo III,1988,"['87% liked this film', 'Google users']","['4.4', '161 ratings']","['Description', 'When his former superior, Colonel Samuel Trautman, asks him to join him on a special mission in Afghanistan, Rambo declines. But when Trautman is held hostage and tortured, Rambo decides to step in.']"
The Secret Life of Walter Mitty,2013,"['92% liked this film', 'Google users']",[],"['Description', 'A man living a dull life dreams up romantic and action-filled scenarios in order to escape from monotony. When his own job is threatened, he sets out on a real romantic and action-packed journey.']"
Project Gutenberg,2018,"['90% liked this film', 'Google users']",[],"['Description', ""The Hong Kong police hunt for a counterfeiting gang led by a mastermind known as Painter. The gang is so skillful that it's almost impossible to distinguish between its counterfeit currency and real money. In an effort to find Painter's real identity, the police recruit artist Lee Man.""]"
Jaws 2,1978,"['84% liked this film', 'Google users']","['3.8', '177 ratings']","['Description', 'Post the shark attacks that horrified the residents of Amity, trouble returns to the town when a man-eating shark begins to lurk on the beaches of Amity.']"
12 Years a Slave,2013,"['93% liked this film', 'Google users']","['4.7', '1028 ratings']","['Description', 'Solomon Northup, a free African-American, is promised a fortnightly job by Brown and Hamilton. However, after arriving in Washington DC, he realises that he has been sold into slavery.']"
Heat,1995,"['89% liked this film', 'Google users']","['4.7', '1022 ratings']","['Description', 'Lieutenant Hanna, a detective, decides to catch a highly intelligent seasonal criminal who has vowed to pull off one last robbery before he retires for good.']"
Mr. Popper's Penguins,2011,"['83% liked this film', 'Google users']","['4.5', '196 ratings']","['Description', 'Tom spends more time at work than with his children. However, when his father sends him penguins as a gift, they help him bond with his children.']"
The Grudge,2004,"['80% liked this film', 'Google users']","['3.9', '162 ratings']","['Description', 'Karen Davis moves to Tokyo, where she encounters a supernatural spirit that possesses its victims. After a series of horrifying and mysterious deaths, Karen makes a vow to stop any further deaths.']"
I Now Pronounce You Chuck & Larry,2007,"['81% liked this film', 'Google users']","['4.3', '152 ratings']","['Description', 'Two straight best friends pretend to be a gay couple to receive domestic partner benefits on an insurance form. However, things get complicated when an agent decides to verify their story.']"
The Horse Whisperer,1998,"['86% liked this film', 'Google users']","['4.6', '86 ratings']","['Description', ""Annie's daughter, Grace, and their horse meet with a severe accident that affects them deeply. Thereafter, Annie takes the help of Tom, a horse whisperer who helps them recuperate.""]"
Walk the Line,2005,"['86% liked this film', 'Google users']","['4.6', '164 ratings']","['Description', ""Johnny Cash, an aspiring musician, receives a golden opportunity to tour with the famous June Carter. As Johnny's musical career takes a flight, his marriage with Vivian starts falling apart.""]"
Jian Bing Man,2015,"['84% liked this film', 'Google users']",[],"['Description', 'Jian Bing Man is a 2015 Chinese superhero parody film. It was directed, written and also starring Da Peng, Mabel Yuan and Liu Yan. The film was released on 17 July 2015.', 'Wikipedia']"
The Jungle Book 2,2003,"['79% liked this film', 'Google users']","['3.6', '59 ratings']","['Description', ""Mowgli misses his old jungle friends and runs away from the Man-Village. Unaware of Shere Khan's thirst for vengeance, he lands himself and the lives of the villagers in danger.""]"
The Final Destination,2009,"['81% liked this film', 'Google users']","['3.1', '171 ratings']","['Description', 'While watching a car race at a stadium with his friends, Nick has a premonition of a car crash which kills all the audience. However, he manages to save his friends. But how long can he cheat death.']"
Atlantis: The Lost Empire,2001,"['89% liked this film', 'Google users']","['4.8', '392 ratings']","['Description', 'Milo Thatch, a young adventurer, joins hands with an intrepid group of explorers to find the mysterious lost island of Atlantis.']"
Inside Man,2006,"['80% liked this film', 'Google users']","['4.3', '511 ratings']","['Description', 'The mastermind behind a bank robbery in Manhattan has planned the heist in great detail. A detective tries to negotiate with him, but the involvement of a broker worsens the situation further.']"
The Waterboy,1998,"['89% liked this film', 'Google users']","['4.5', '202 ratings']","['Description', 'Bobby Boucher works as a water boy for a college football team. However, the new coach initiates him into the team after discovering his tackling skills.']"
