Title,Year,google_use_like,google_use_score,google_use_n_rev,movie_description,imdb_score,rotten_tom_score,metacritic_score,id
Fast & Furious,2009,0.88,0.9199999999999999,660.0,"Dominic Toretto, an ex-convict, and an FBI agent, Brian O'Connor, wish to take down heroin importer, Arturo Braga. However, they must team up and overcome their distrust to be successful.",0.6599999999999999,0.28,0.46,Fast & Furious-2009
Noah,2014,0.7,0.5599999999999999,790.0,"God decides to wash away the sins of mankind through an apocalyptic flood. Before that happens, Noah is tasked with building an ark that can carry his family and a breeding pair of all animals.",0.5700000000000001,0.76,,Noah-2014
The Karate Kid,2010,0.86,0.8800000000000001,1187.0,"Dre, a young boy, finds himself bullied by Cheng, a rebellious kung fu prodigy at his school. However, things change after he befriends Mr Han, a maintenance man, who happens to be a kung fu expert.",0.62,0.66,,The Karate Kid-2010
Home Alone 2: Lost in New York,1992,0.93,0.9199999999999999,834.0,"Kevin accidentally boards a flight to New York City and gets separated from his family who are on their way to Miami. He then bumps into two of his old enemies, who plan to rob a toy store.",0.6799999999999999,0.34,,Home Alone 2: Lost in New York-1992
Hotel Transylvania,2012,0.86,0.9199999999999999,594.0,"Count Dracula runs a high-end resort for monsters and is overprotective of his daughter, Mavis. When a human named Johnny enters the hotel, Dracula tries to prevent Mavis from falling for him.",0.71,0.45,,Hotel Transylvania-2012
Minority Report,2002,0.86,0.86,417.0,A future technology makes it possible for cops to catch criminals before a crime is committed. John Anderton is accused of one such crime and sets out to prove his innocence.,0.76,0.9,0.8,Minority Report-2002
Your Name.,2016,0.96,0.9800000000000001,15866.0,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",0.8400000000000001,0.98,,Your Name.-2016
Top Gun,1986,0.89,0.9199999999999999,626.0,"After losing his friend, top pilot Maverick is given a second chance to redeem himself. He struggles to be at his best and also gets romantically involved with his civilian instructor Charlie.",0.6900000000000001,0.58,0.5,Top Gun-1986
The Legend of Tarzan,2016,0.74,0.8400000000000001,491.0,"When Jane is abducted by the Belgian envoy Leon Rom while investigating the government's activities in the Congo, John must revert to his former self as Tarzan if he is to save his beloved wife.",0.62,0.35,,The Legend of Tarzan-2016
American Beauty,1999,0.89,0.9,888.0,"Lester's life seems perfect, having a respectable job and a family, but inside, he is slowly slipping into depression. Struggling with life, he gets infatuated with his daughter's friend, Angela.",0.8300000000000001,0.87,,American Beauty-1999
Spirited Away,2001,0.95,0.96,5326.0,"Ten-year-old Chihiro and her parents end up at an abandoned amusement park inhabited by supernatural beings. Soon, she learns that she must work to free her parents who have been turned into pigs.",0.86,0.97,0.96,Spirited Away-2001
Apollo 13,1995,0.91,0.9400000000000001,346.0,"Astronauts Lovell, Haise and Swigert of the Apollo 13 moon mission find themselves stranded when their spacecraft gets damaged. Soon, NASA tries to bring them back before it is too late.",0.76,0.96,0.77,Apollo 13-1995
Rain Man,1988,0.9,0.9199999999999999,358.0,"Charlie, a selfish automobile dealer, kidnaps his autistic brother Raymond and tries to manipulate him into giving up his inheritance from their late father.",0.8,0.89,0.65,Rain Man-1988
The Great Gatsby,2013,0.89,0.8800000000000001,1328.0,"Nick Carraway, a World War I veteran who moves to New York with the hope of making it big, finds himself attracted to Jay Gatsby and his flamboyant lifestyle.",0.72,0.48,0.55,The Great Gatsby-2013
Dumbo,2019,0.81,0.76,632.0,"Holt, a circus performer, is tasked with caring for a baby elephant with oversized ears, Dumbo. But when it is discovered that Dumbo can fly, a few wicked men try to take advantage of the situation.",0.63,0.46,0.51,Dumbo-2019
"I, Robot",2004,0.88,0.9,507.0,"Del Spooner investigates the murder of Dr Alfred, who works at US Robotics, with the help of a robopsychologist. He tries to deduce if a robot has violated the laws of robotics and killed him.",0.71,0.56,,"I, Robot-2004"
Basic Instinct,1992,0.83,0.86,276.0,"Detective Nick is tasked with investigating the murder of Johnny Boz. He suspects Johnny's girlfriend Catherine to be responsible for the act. However, things take a turn when he falls for her.",0.7,0.55,,Basic Instinct-1992
Murder on the Orient Express,2017,0.86,0.86,1111.0,"After a murder takes place on a train journey, a detective decides to investigate and find the culprit amongst the passengers aboard. In the process, he also learns the true identity of the victim.",0.65,0.6,,Murder on the Orient Express-2017
X-Men: First Class,2011,0.86,0.9,423.0,"During the Cold War, fellow mutants Charles Xavier and Erik Lehnsherr join forces with other mutants to save humanity from a nuclear attack and a possible world war.",0.77,0.86,,X-Men: First Class-2011
The Angry Birds Movie,2016,0.82,0.8800000000000001,479.0,"Red, Chuck and Bomb have always been the outcasts within a community of flightless birds on an island. But when mysterious green pigs intrude the island, it is up to them to figure out the reason.",0.63,0.43,0.43,The Angry Birds Movie-2016
GoldenEye,1995,0.88,0.8800000000000001,241.0,"Agent 007, along with Natalia Simonav, travels to Russia to locate the satellite nuclear weapon stolen by Alec, a former agent, who Bond believed was dead.",0.72,0.79,,GoldenEye-1995
Catch Me If You Can,2002,0.92,0.96,1377.0,"Notorious con artist Frank Abagnale has duped people worth millions of dollars with his masterful art of deception. With his scams getting bolder, he is soon pursued by FBI agent Carl Hanratty.",0.8099999999999999,0.96,,Catch Me If You Can-2002
Now You See Me,2013,0.88,0.9199999999999999,1115.0,"Four street magicians, Daniel, Merritt, Henley and Jack, ransack a huge amount of money belonging to insurance baron Arthur Tressler while being chased by police officers.",0.72,0.5,0.5,Now You See Me-2013
Hannibal,2001,0.84,0.8,323.0,"Dr Hannibal Lecter, who was arrested for cannibalism, now lives at an unknown location under a new identity. One of the victims, Mason Verger, makes an elaborate plan to find him and avenge himself.",0.6799999999999999,0.4,,Hannibal-2001
The Mask,1994,0.9,0.9400000000000001,1039.0,"Stanley, a meek bank employee, turns into an eccentric and maniacal green-skinned superhero who can bend reality, after wearing a wooden mask that was created by Loki, the Norse god of mischief.",0.6900000000000001,0.79,0.56,The Mask-1994
Peter Rabbit,2018,,0.8400000000000001,87.0,"When McGregor's nephew, Thomas, moves into the family manor, he is annoyed to find Peter Rabbit and his sisters in his garden. Thomas hatches plot after plot to get rid of them.",0.6599999999999999,0.64,,Peter Rabbit-2018
Speed,1994,0.91,0.9199999999999999,415.0,"A disgruntled, dangerous man plants a bomb in an elevator. When his mission fails, he plants a bomb in a local bus and threatens to set it off unless his demand is met.",0.72,0.94,,Speed-1994
Dinosaur,2000,0.73,0.9199999999999999,395.0,"A family of lemurs raise Aladar, an orphan dinosaur, but meteors ruin their green paradise. They and other herbivores try to find a site with ample greenery and water, but carnivores chase them.",,,,Dinosaur-2000
Mary Poppins Returns,2018,0.8,0.78,806.0,"Marry Poppins, a magical nanny, returns to the Banks and helps the family evade grave dangers by taking them all on various magical adventures.",0.67,0.8,0.66,Mary Poppins Returns-2018
Deep Impact,1998,0.81,0.8400000000000001,338.0,,0.62,0.45,,Deep Impact-1998
The Lorax,2012,0.85,0.8800000000000001,1211.0,"A 12-year-old boy looking to impress the girl of his dreams searches for one thing that can grab her attention. For that, he is required to know the story of Lorax, a charming creature.",0.64,0.54,,The Lorax-2012
The Maze Runner,2014,0.84,0.96,3386.0,Thomas loses his memory and finds himself trapped in a massive maze called the Glade. He and his friends try to escape from the maze and eventually learn that they are subjects of an experiment.,0.6799999999999999,0.65,,The Maze Runner-2014
The Smurfs 2,2013,0.75,0.82,216.0,"Smurfette and her friends go to the Forbidden Forest to find a lost village. When the evil wizard Gargamel gets to know of this, he devises a plan to stop the smurfs from discovering the town.",0.6,0.4,0.4,The Smurfs 2-2013
National Treasure,2004,0.88,0.9199999999999999,302.0,"Action movie a bout a treasure hunter who is in hot pursuit of a mythical treasure that has been passed down for centuries, while his employer turned enemy is onto the same path that he is on.",0.6900000000000001,0.46,,National Treasure-2004
Rush Hour 2,2001,0.94,0.96,210.0,Detective James Carter and Inspector Lee are vacationing in Hong Kong. Things take a turn when a bomb explosion at the US Consulate kills two undercover customs agents and Lee is assigned to the case.,0.6599999999999999,0.52,0.48,Rush Hour 2-2001
Trolls,2016,0.71,0.76,723.0,"After the banished Chef of Bergens captures Trolls during a celebration, Princess Poppy and Branch set out on a mission to rescue their friends.",0.65,0.75,,Trolls-2016
xXx: Return of Xander Cage,2017,0.65,0.82,4103.0,"Xander Cage, a former xXx operative, is forced to return to active service to find and retrieve Pandora's Box, a satellite-controlling device, which is stolen from the CIA's office in New York.",0.52,0.45,,xXx: Return of Xander Cage-2017
Pocahontas,1995,0.86,0.8,338.0,"Chief Powhatan has decided to get his daughter Pocahontas married to New World's greatest and bravest warrior. However, Pocahontas dreams of marrying a prince named Smith.",0.67,0.55,0.58,Pocahontas-1995
How the Grinch Stole Christmas,2000,0.85,0.9,965.0,"Grinch lives in solitude just outside Whoville. He hates the townsfolk and despises Christmas. Cindy Lou, a six-year-old girl who believes in the spirit of the festival, sets out to reform him.",0.62,0.49,,How the Grinch Stole Christmas-2000
Star Trek Beyond,2016,0.85,0.8400000000000001,275.0,"When the Enterprise crashes after an attack by the dictator Krall and a swarm of drones, Kirk, Spock and the crew must find a way off a hostile planet and stop Krall before he destroys the Federation.",0.7,0.86,,Star Trek Beyond-2016
Alvin and the Chipmunks: Chipwrecked,2011,0.84,0.82,208.0,"The Chipmunks and Chipettes are on a cruise ship when their pranks go overboard. They end up on a deserted, tropical island and soon discover that they are not really alone.",0.43,0.12,,Alvin and the Chipmunks: Chipwrecked-2011
Wanted,2008,0.71,0.8400000000000001,479.0,"A young man, Wesley, learns that his long lost father is an assassin. When his father is murdered, the son is recruited into his father's secret organisation and trained by a man named Sloan.",0.67,0.71,,Wanted-2008
The Flintstones,1994,0.82,0.8,96.0,"When Fred Flintstone helps out his friend Barney Rubble in his time of need, Barney returns the favour by getting Fred his dream job. However, their friendship suffers.",0.49000000000000005,0.2,0.38,The Flintstones-1994
Enchanted,2007,0.86,0.96,604.0,Princess Giselle is banished from her kingdom by her lover's evil stepmother. She is then transported to the real world where she meets a lawyer and finds herself falling for him.,0.7,0.93,,Enchanted-2007
Over the Hedge,2006,0.83,0.9400000000000001,510.0,"When a group of forest animals discover a housing development encroaching on their forest land, they meet RJ, a crafty racoon, who fools them into finding food for him from the suburbia.",0.67,0.75,,Over the Hedge-2006
300: Rise of an Empire,2014,0.79,0.6799999999999999,534.0,"Xerxes sets out to control the major states of Greece with the help of his vast Persian army. Themistocles, the admiral of Athens, is forced to form an alliance with Sparta in order to save Athens.",0.62,0.45,,300: Rise of an Empire-2014
Batman Forever,1995,0.74,0.7,331.0,Batman must stop Two-Face who seeks revenge from him after a courtroom accident leaves him disfigured on one side and The Riddler who has a nefarious plan of his own.,0.54,0.38,0.51,Batman Forever-1995
Prince of Persia: The Sands of Time,2009,0.85,0.9199999999999999,674.0,"Dastan, a young prince, teams up with Princess Tamina to thwart the evil plans of his uncle Nizam, who wants to control time with the help of a special dagger.",0.6599999999999999,0.37,,Prince of Persia: The Sands of Time-2009
The Curious Case of Benjamin Button,2008,0.91,0.96,2088.0,"As a child, Daisy meets Benjamin Button who suffers from a rare ageing ailment that makes him age backwards. They keep in touch as she gets older and he turns younger.",0.78,0.71,0.7,The Curious Case of Benjamin Button-2008
